cust_id,total_tickets,resolved_tickets,fcr_flag,fcr_score
CUST_5000,4,4,1,1.0
CUST_5001,5,5,1,1.0
CUST_5002,5,5,1,1.0
CUST_5003,8,8,1,1.0
CUST_5004,5,5,1,1.0
CUST_5005,5,5,1,1.0
CUST_5006,6,6,1,1.0
CUST_5007,2,2,1,1.0
CUST_5008,3,3,1,1.0
CUST_5009,4,4,1,1.0
CUST_5010,10,10,1,1.0
CUST_5011,3,3,1,1.0
CUST_5012,5,5,1,1.0
CUST_5013,7,7,1,1.0
CUST_5014,5,5,1,1.0
CUST_5015,7,7,1,1.0
CUST_5017,5,5,1,1.0
CUST_5018,4,4,1,1.0
CUST_5019,2,2,1,1.0
CUST_5020,3,3,1,1.0
CUST_5021,3,3,1,1.0
CUST_5022,3,3,1,1.0
CUST_5023,7,7,1,1.0
CUST_5024,5,5,1,1.0
CUST_5025,11,11,1,1.0
CUST_5026,4,4,1,1.0
CUST_5027,3,3,1,1.0
CUST_5028,8,8,1,1.0
CUST_5029,9,9,1,1.0
CUST_5030,3,3,1,1.0
CUST_5031,5,5,1,1.0
CUST_5032,6,6,1,1.0
CUST_5033,4,4,1,1.0
CUST_5034,2,2,1,1.0
CUST_5035,2,2,1,1.0
CUST_5036,9,9,1,1.0
CUST_5037,3,3,1,1.0
CUST_5038,4,4,1,1.0
CUST_5039,3,3,1,1.0
CUST_5040,7,7,1,1.0
CUST_5041,7,7,1,1.0
CUST_5042,7,7,1,1.0
CUST_5043,9,9,1,1.0
CUST_5044,2,2,1,1.0
CUST_5045,7,7,1,1.0
CUST_5046,7,7,1,1.0
CUST_5047,4,4,1,1.0
CUST_5048,4,4,1,1.0
CUST_5049,6,6,1,1.0
CUST_5050,2,2,1,1.0
CUST_5051,9,9,1,1.0
CUST_5052,3,3,1,1.0
CUST_5053,2,2,1,1.0
CUST_5054,6,6,1,1.0
CUST_5055,5,5,1,1.0
CUST_5056,7,7,1,1.0
CUST_5057,5,5,1,1.0
CUST_5058,4,4,1,1.0
CUST_5060,2,2,1,1.0
CUST_5061,4,4,1,1.0
CUST_5062,3,3,1,1.0
CUST_5063,1,1,1,1.0
CUST_5064,5,5,1,1.0
CUST_5065,7,7,1,1.0
CUST_5066,4,4,1,1.0
CUST_5067,5,5,1,1.0
CUST_5068,2,2,1,1.0
CUST_5069,5,5,1,1.0
CUST_5070,6,6,1,1.0
CUST_5071,3,3,1,1.0
CUST_5072,8,8,1,1.0
CUST_5073,4,4,1,1.0
CUST_5074,6,6,1,1.0
CUST_5075,4,4,1,1.0
CUST_5076,3,3,1,1.0
CUST_5077,7,7,1,1.0
CUST_5078,5,5,1,1.0
CUST_5079,1,1,1,1.0
CUST_5080,7,7,1,1.0
CUST_5081,2,2,1,1.0
CUST_5082,2,2,1,1.0
CUST_5083,4,4,1,1.0
CUST_5084,6,6,1,1.0
CUST_5085,8,8,1,1.0
CUST_5086,4,4,1,1.0
CUST_5087,8,8,1,1.0
CUST_5088,8,8,1,1.0
CUST_5089,4,4,1,1.0
CUST_5090,3,3,1,1.0
CUST_5091,8,8,1,1.0
CUST_5092,4,4,1,1.0
CUST_5093,2,2,1,1.0
CUST_5094,4,4,1,1.0
CUST_5095,2,2,1,1.0
CUST_5096,4,4,1,1.0
CUST_5097,2,2,1,1.0
CUST_5098,7,7,1,1.0
CUST_5099,7,7,1,1.0
CUST_5100,4,4,1,1.0
CUST_5101,9,9,1,1.0
CUST_5102,8,8,1,1.0
CUST_5103,8,8,1,1.0
CUST_5104,4,4,1,1.0
CUST_5105,4,4,1,1.0
CUST_5106,4,4,1,1.0
CUST_5107,4,4,1,1.0
CUST_5108,3,3,1,1.0
CUST_5109,4,4,1,1.0
CUST_5110,9,9,1,1.0
CUST_5111,6,6,1,1.0
CUST_5112,3,3,1,1.0
CUST_5113,3,3,1,1.0
CUST_5114,5,5,1,1.0
CUST_5115,5,5,1,1.0
CUST_5116,5,5,1,1.0
CUST_5117,1,1,1,1.0
CUST_5118,4,4,1,1.0
CUST_5119,8,8,1,1.0
CUST_5120,2,2,1,1.0
CUST_5121,6,6,1,1.0
CUST_5122,4,4,1,1.0
CUST_5123,6,6,1,1.0
CUST_5124,8,8,1,1.0
CUST_5125,2,2,1,1.0
CUST_5126,7,7,1,1.0
CUST_5127,3,3,1,1.0
CUST_5128,6,6,1,1.0
CUST_5129,2,2,1,1.0
CUST_5130,2,2,1,1.0
CUST_5131,5,5,1,1.0
CUST_5132,3,3,1,1.0
CUST_5133,2,2,1,1.0
CUST_5134,6,6,1,1.0
CUST_5135,4,4,1,1.0
CUST_5136,6,6,1,1.0
CUST_5137,6,6,1,1.0
CUST_5138,9,9,1,1.0
CUST_5139,4,4,1,1.0
CUST_5140,10,10,1,1.0
CUST_5141,5,5,1,1.0
CUST_5142,6,6,1,1.0
CUST_5143,4,4,1,1.0
CUST_5144,7,7,1,1.0
CUST_5145,3,3,1,1.0
CUST_5146,3,3,1,1.0
CUST_5147,4,4,1,1.0
CUST_5148,7,7,1,1.0
CUST_5149,10,10,1,1.0
CUST_5150,6,6,1,1.0
CUST_5151,9,9,1,1.0
CUST_5152,11,11,1,1.0
CUST_5153,4,4,1,1.0
CUST_5154,8,8,1,1.0
CUST_5155,8,8,1,1.0
CUST_5156,1,1,1,1.0
CUST_5157,8,8,1,1.0
CUST_5158,6,6,1,1.0
CUST_5159,3,3,1,1.0
CUST_5160,6,6,1,1.0
CUST_5161,9,9,1,1.0
CUST_5162,7,7,1,1.0
CUST_5163,4,4,1,1.0
CUST_5164,2,2,1,1.0
CUST_5165,5,5,1,1.0
CUST_5166,7,7,1,1.0
CUST_5167,2,2,1,1.0
CUST_5168,4,4,1,1.0
CUST_5169,7,7,1,1.0
CUST_5170,3,3,1,1.0
CUST_5171,4,4,1,1.0
CUST_5172,2,2,1,1.0
CUST_5173,3,3,1,1.0
CUST_5174,5,5,1,1.0
CUST_5175,6,6,1,1.0
CUST_5176,3,3,1,1.0
CUST_5177,7,7,1,1.0
CUST_5178,6,6,1,1.0
CUST_5179,3,3,1,1.0
CUST_5180,4,4,1,1.0
CUST_5181,3,3,1,1.0
CUST_5182,6,6,1,1.0
CUST_5183,7,7,1,1.0
CUST_5184,3,3,1,1.0
CUST_5185,5,5,1,1.0
CUST_5186,6,6,1,1.0
CUST_5187,4,4,1,1.0
CUST_5188,3,3,1,1.0
CUST_5189,2,2,1,1.0
CUST_5190,7,7,1,1.0
CUST_5191,8,8,1,1.0
CUST_5192,6,6,1,1.0
CUST_5193,5,5,1,1.0
CUST_5194,4,4,1,1.0
CUST_5195,5,5,1,1.0
CUST_5196,5,5,1,1.0
CUST_5197,7,7,1,1.0
CUST_5198,8,8,1,1.0
CUST_5199,9,9,1,1.0
CUST_5200,4,4,1,1.0
CUST_5201,6,6,1,1.0
CUST_5202,5,5,1,1.0
CUST_5203,7,7,1,1.0
CUST_5204,3,3,1,1.0
CUST_5205,5,5,1,1.0
CUST_5206,3,3,1,1.0
CUST_5207,5,5,1,1.0
CUST_5208,5,5,1,1.0
CUST_5209,2,2,1,1.0
CUST_5210,9,9,1,1.0
CUST_5211,6,6,1,1.0
CUST_5212,5,5,1,1.0
CUST_5213,7,7,1,1.0
CUST_5214,5,5,1,1.0
CUST_5215,3,3,1,1.0
CUST_5216,3,3,1,1.0
CUST_5217,6,6,1,1.0
CUST_5218,4,4,1,1.0
CUST_5219,4,4,1,1.0
CUST_5220,8,8,1,1.0
CUST_5221,3,3,1,1.0
CUST_5222,6,6,1,1.0
CUST_5223,7,7,1,1.0
CUST_5224,8,8,1,1.0
CUST_5225,3,3,1,1.0
CUST_5226,5,5,1,1.0
CUST_5227,3,3,1,1.0
CUST_5228,7,7,1,1.0
CUST_5229,4,4,1,1.0
CUST_5230,3,3,1,1.0
CUST_5231,8,8,1,1.0
CUST_5232,4,4,1,1.0
CUST_5233,3,3,1,1.0
CUST_5234,6,6,1,1.0
CUST_5235,7,7,1,1.0
CUST_5236,2,2,1,1.0
CUST_5237,7,7,1,1.0
CUST_5238,3,3,1,1.0
CUST_5239,7,7,1,1.0
CUST_5240,8,8,1,1.0
CUST_5241,1,1,1,1.0
CUST_5242,8,8,1,1.0
CUST_5243,10,10,1,1.0
CUST_5244,5,5,1,1.0
CUST_5245,6,6,1,1.0
CUST_5246,4,4,1,1.0
CUST_5247,4,4,1,1.0
CUST_5248,7,7,1,1.0
CUST_5249,5,5,1,1.0
CUST_5250,6,6,1,1.0
CUST_5251,5,5,1,1.0
CUST_5252,7,7,1,1.0
CUST_5253,5,5,1,1.0
CUST_5254,6,6,1,1.0
CUST_5255,5,5,1,1.0
CUST_5256,6,6,1,1.0
CUST_5257,3,3,1,1.0
CUST_5258,1,1,1,1.0
CUST_5259,6,6,1,1.0
CUST_5260,3,3,1,1.0
CUST_5261,5,5,1,1.0
CUST_5262,7,7,1,1.0
CUST_5263,6,6,1,1.0
CUST_5264,4,4,1,1.0
CUST_5265,10,10,1,1.0
CUST_5266,4,4,1,1.0
CUST_5267,3,3,1,1.0
CUST_5268,6,6,1,1.0
CUST_5269,3,3,1,1.0
CUST_5270,3,3,1,1.0
CUST_5271,5,5,1,1.0
CUST_5272,7,7,1,1.0
CUST_5273,6,6,1,1.0
CUST_5274,6,6,1,1.0
CUST_5275,7,7,1,1.0
CUST_5276,3,3,1,1.0
CUST_5277,6,6,1,1.0
CUST_5278,4,4,1,1.0
CUST_5279,4,4,1,1.0
CUST_5280,8,8,1,1.0
CUST_5281,10,10,1,1.0
CUST_5282,2,2,1,1.0
CUST_5283,3,3,1,1.0
CUST_5284,2,2,1,1.0
CUST_5285,6,6,1,1.0
CUST_5286,3,3,1,1.0
CUST_5287,4,4,1,1.0
CUST_5288,3,3,1,1.0
CUST_5289,5,5,1,1.0
CUST_5290,6,6,1,1.0
CUST_5291,2,2,1,1.0
CUST_5292,4,4,1,1.0
CUST_5293,5,5,1,1.0
CUST_5294,3,3,1,1.0
CUST_5295,7,7,1,1.0
CUST_5296,3,3,1,1.0
CUST_5297,7,7,1,1.0
CUST_5298,6,6,1,1.0
CUST_5299,6,6,1,1.0
CUST_5300,1,1,1,1.0
CUST_5301,5,5,1,1.0
CUST_5302,4,4,1,1.0
CUST_5303,6,6,1,1.0
CUST_5304,3,3,1,1.0
CUST_5305,6,6,1,1.0
CUST_5306,6,6,1,1.0
CUST_5307,4,4,1,1.0
CUST_5308,7,7,1,1.0
CUST_5309,4,4,1,1.0
CUST_5310,5,5,1,1.0
CUST_5311,3,3,1,1.0
CUST_5312,2,2,1,1.0
CUST_5313,8,8,1,1.0
CUST_5314,4,4,1,1.0
CUST_5315,7,7,1,1.0
CUST_5316,8,8,1,1.0
CUST_5317,5,5,1,1.0
CUST_5318,2,2,1,1.0
CUST_5319,5,5,1,1.0
CUST_5320,8,8,1,1.0
CUST_5321,1,1,1,1.0
CUST_5322,3,3,1,1.0
CUST_5323,6,6,1,1.0
CUST_5324,5,5,1,1.0
CUST_5325,7,7,1,1.0
CUST_5326,5,5,1,1.0
CUST_5327,4,4,1,1.0
CUST_5328,3,3,1,1.0
CUST_5329,7,7,1,1.0
CUST_5330,2,2,1,1.0
CUST_5331,3,3,1,1.0
CUST_5332,7,7,1,1.0
CUST_5333,6,6,1,1.0
CUST_5334,5,5,1,1.0
CUST_5335,5,5,1,1.0
CUST_5336,9,9,1,1.0
CUST_5337,4,4,1,1.0
CUST_5338,5,5,1,1.0
CUST_5339,7,7,1,1.0
CUST_5340,2,2,1,1.0
CUST_5341,8,8,1,1.0
CUST_5342,3,3,1,1.0
CUST_5343,6,6,1,1.0
CUST_5344,1,1,1,1.0
CUST_5345,6,6,1,1.0
CUST_5346,5,5,1,1.0
CUST_5347,5,5,1,1.0
CUST_5348,10,10,1,1.0
CUST_5349,3,3,1,1.0
CUST_5350,9,9,1,1.0
CUST_5351,3,3,1,1.0
CUST_5352,7,7,1,1.0
CUST_5353,5,5,1,1.0
CUST_5354,4,4,1,1.0
CUST_5355,8,8,1,1.0
CUST_5356,4,4,1,1.0
CUST_5357,5,5,1,1.0
CUST_5358,3,3,1,1.0
CUST_5359,5,5,1,1.0
CUST_5360,4,4,1,1.0
CUST_5361,2,2,1,1.0
CUST_5362,4,4,1,1.0
CUST_5363,1,1,1,1.0
CUST_5364,5,5,1,1.0
CUST_5365,5,5,1,1.0
CUST_5366,2,2,1,1.0
CUST_5367,2,2,1,1.0
CUST_5368,6,6,1,1.0
CUST_5369,5,5,1,1.0
CUST_5370,2,2,1,1.0
CUST_5371,11,11,1,1.0
CUST_5372,5,5,1,1.0
CUST_5373,7,7,1,1.0
CUST_5374,3,3,1,1.0
CUST_5375,5,5,1,1.0
CUST_5376,8,8,1,1.0
CUST_5377,2,2,1,1.0
CUST_5378,4,4,1,1.0
CUST_5379,6,6,1,1.0
CUST_5380,6,6,1,1.0
CUST_5381,2,2,1,1.0
CUST_5382,7,7,1,1.0
CUST_5383,2,2,1,1.0
CUST_5384,6,6,1,1.0
CUST_5385,5,5,1,1.0
CUST_5386,5,5,1,1.0
CUST_5387,2,2,1,1.0
CUST_5388,8,8,1,1.0
CUST_5389,7,7,1,1.0
CUST_5390,8,8,1,1.0
CUST_5391,9,9,1,1.0
CUST_5392,3,3,1,1.0
CUST_5393,4,4,1,1.0
CUST_5394,5,5,1,1.0
CUST_5395,5,5,1,1.0
CUST_5396,3,3,1,1.0
CUST_5397,4,4,1,1.0
CUST_5398,5,5,1,1.0
CUST_5399,3,3,1,1.0
CUST_5400,9,9,1,1.0
CUST_5401,1,1,1,1.0
CUST_5402,5,5,1,1.0
CUST_5403,9,9,1,1.0
CUST_5404,2,2,1,1.0
CUST_5405,5,5,1,1.0
CUST_5406,8,8,1,1.0
CUST_5407,5,5,1,1.0
CUST_5408,8,8,1,1.0
CUST_5409,5,5,1,1.0
CUST_5410,6,6,1,1.0
CUST_5411,9,9,1,1.0
CUST_5412,2,2,1,1.0
CUST_5413,4,4,1,1.0
CUST_5414,6,6,1,1.0
CUST_5415,3,3,1,1.0
CUST_5416,5,5,1,1.0
CUST_5417,5,5,1,1.0
CUST_5418,5,5,1,1.0
CUST_5419,5,5,1,1.0
CUST_5420,7,7,1,1.0
CUST_5421,7,7,1,1.0
CUST_5422,8,8,1,1.0
CUST_5423,4,4,1,1.0
CUST_5424,3,3,1,1.0
CUST_5425,7,7,1,1.0
CUST_5426,5,5,1,1.0
CUST_5427,5,5,1,1.0
CUST_5428,3,3,1,1.0
CUST_5429,4,4,1,1.0
CUST_5430,3,3,1,1.0
CUST_5431,3,3,1,1.0
CUST_5432,8,8,1,1.0
CUST_5433,5,5,1,1.0
CUST_5434,6,6,1,1.0
CUST_5435,2,2,1,1.0
CUST_5436,2,2,1,1.0
CUST_5437,1,1,1,1.0
CUST_5438,3,3,1,1.0
CUST_5439,5,5,1,1.0
CUST_5440,8,8,1,1.0
CUST_5441,7,7,1,1.0
CUST_5442,6,6,1,1.0
CUST_5443,4,4,1,1.0
CUST_5444,2,2,1,1.0
CUST_5445,7,7,1,1.0
CUST_5446,6,6,1,1.0
CUST_5447,3,3,1,1.0
CUST_5448,3,3,1,1.0
CUST_5449,4,4,1,1.0
CUST_5450,6,6,1,1.0
CUST_5451,5,5,1,1.0
CUST_5452,8,8,1,1.0
CUST_5453,6,6,1,1.0
CUST_5454,7,7,1,1.0
CUST_5455,6,6,1,1.0
CUST_5456,4,4,1,1.0
CUST_5457,6,6,1,1.0
CUST_5458,5,5,1,1.0
CUST_5459,5,5,1,1.0
CUST_5460,4,4,1,1.0
CUST_5461,5,5,1,1.0
CUST_5462,4,4,1,1.0
CUST_5463,3,3,1,1.0
CUST_5464,5,5,1,1.0
CUST_5465,3,3,1,1.0
CUST_5466,4,4,1,1.0
CUST_5467,3,3,1,1.0
CUST_5468,2,2,1,1.0
CUST_5469,4,4,1,1.0
CUST_5470,3,3,1,1.0
CUST_5471,8,8,1,1.0
CUST_5472,1,1,1,1.0
CUST_5473,7,7,1,1.0
CUST_5474,4,4,1,1.0
CUST_5475,5,5,1,1.0
CUST_5476,2,2,1,1.0
CUST_5477,4,4,1,1.0
CUST_5478,6,6,1,1.0
CUST_5479,6,6,1,1.0
CUST_5480,5,5,1,1.0
CUST_5481,5,5,1,1.0
CUST_5482,8,8,1,1.0
CUST_5483,9,9,1,1.0
CUST_5484,5,5,1,1.0
CUST_5485,3,3,1,1.0
CUST_5486,4,4,1,1.0
CUST_5487,6,6,1,1.0
CUST_5488,3,3,1,1.0
CUST_5489,4,4,1,1.0
CUST_5490,1,1,1,1.0
CUST_5491,6,6,1,1.0
CUST_5492,5,5,1,1.0
CUST_5493,3,3,1,1.0
CUST_5494,3,3,1,1.0
CUST_5495,7,7,1,1.0
CUST_5496,7,7,1,1.0
CUST_5497,5,5,1,1.0
CUST_5498,4,4,1,1.0
CUST_5499,8,8,1,1.0
CUST_5500,6,6,1,1.0
CUST_5501,1,1,1,1.0
CUST_5502,7,7,1,1.0
CUST_5503,4,4,1,1.0
CUST_5504,4,4,1,1.0
CUST_5505,3,3,1,1.0
CUST_5506,7,7,1,1.0
CUST_5507,5,5,1,1.0
CUST_5508,5,5,1,1.0
CUST_5509,5,5,1,1.0
CUST_5510,3,3,1,1.0
CUST_5511,4,4,1,1.0
CUST_5512,8,8,1,1.0
CUST_5513,5,5,1,1.0
CUST_5514,4,4,1,1.0
CUST_5515,8,8,1,1.0
CUST_5516,7,7,1,1.0
CUST_5517,6,6,1,1.0
CUST_5518,10,10,1,1.0
CUST_5519,5,5,1,1.0
CUST_5520,5,5,1,1.0
CUST_5521,7,7,1,1.0
CUST_5522,7,7,1,1.0
CUST_5523,5,5,1,1.0
CUST_5524,5,5,1,1.0
CUST_5525,10,10,1,1.0
CUST_5526,3,3,1,1.0
CUST_5527,7,7,1,1.0
CUST_5528,7,7,1,1.0
CUST_5529,8,8,1,1.0
CUST_5530,6,6,1,1.0
CUST_5531,2,2,1,1.0
CUST_5532,7,7,1,1.0
CUST_5533,2,2,1,1.0
CUST_5534,8,8,1,1.0
CUST_5535,5,5,1,1.0
CUST_5536,8,8,1,1.0
CUST_5537,5,5,1,1.0
CUST_5538,7,7,1,1.0
CUST_5539,4,4,1,1.0
CUST_5540,9,9,1,1.0
CUST_5541,5,5,1,1.0
CUST_5542,6,6,1,1.0
CUST_5543,9,9,1,1.0
CUST_5544,2,2,1,1.0
CUST_5545,6,6,1,1.0
CUST_5546,5,5,1,1.0
CUST_5547,6,6,1,1.0
CUST_5548,6,6,1,1.0
CUST_5549,4,4,1,1.0
CUST_5550,7,7,1,1.0
CUST_5551,4,4,1,1.0
CUST_5552,5,5,1,1.0
CUST_5553,4,4,1,1.0
CUST_5554,10,10,1,1.0
CUST_5555,7,7,1,1.0
CUST_5556,3,3,1,1.0
CUST_5557,4,4,1,1.0
CUST_5558,3,3,1,1.0
CUST_5559,2,2,1,1.0
CUST_5560,4,4,1,1.0
CUST_5561,7,7,1,1.0
CUST_5562,9,9,1,1.0
CUST_5563,2,2,1,1.0
CUST_5564,2,2,1,1.0
CUST_5565,9,9,1,1.0
CUST_5566,2,2,1,1.0
CUST_5567,9,9,1,1.0
CUST_5568,3,3,1,1.0
CUST_5569,2,2,1,1.0
CUST_5570,4,4,1,1.0
CUST_5571,3,3,1,1.0
CUST_5572,2,2,1,1.0
CUST_5573,4,4,1,1.0
CUST_5574,5,5,1,1.0
CUST_5575,8,8,1,1.0
CUST_5576,3,3,1,1.0
CUST_5577,6,6,1,1.0
CUST_5578,3,3,1,1.0
CUST_5579,6,6,1,1.0
CUST_5580,5,5,1,1.0
CUST_5581,8,8,1,1.0
CUST_5582,1,1,1,1.0
CUST_5583,2,2,1,1.0
CUST_5584,4,4,1,1.0
CUST_5585,2,2,1,1.0
CUST_5586,6,6,1,1.0
CUST_5587,2,2,1,1.0
CUST_5588,3,3,1,1.0
CUST_5589,2,2,1,1.0
CUST_5590,6,6,1,1.0
CUST_5591,6,6,1,1.0
CUST_5592,2,2,1,1.0
CUST_5593,5,5,1,1.0
CUST_5594,5,5,1,1.0
CUST_5595,3,3,1,1.0
CUST_5596,5,5,1,1.0
CUST_5597,5,5,1,1.0
CUST_5598,5,5,1,1.0
CUST_5599,3,3,1,1.0
CUST_5600,3,3,1,1.0
CUST_5601,5,5,1,1.0
CUST_5602,3,3,1,1.0
CUST_5603,6,6,1,1.0
CUST_5604,6,6,1,1.0
CUST_5605,1,1,1,1.0
CUST_5606,7,7,1,1.0
CUST_5607,9,9,1,1.0
CUST_5608,6,6,1,1.0
CUST_5609,9,9,1,1.0
CUST_5610,6,6,1,1.0
CUST_5611,5,5,1,1.0
CUST_5612,9,9,1,1.0
CUST_5613,3,3,1,1.0
CUST_5614,4,4,1,1.0
CUST_5615,4,4,1,1.0
CUST_5616,4,4,1,1.0
CUST_5617,3,3,1,1.0
CUST_5618,4,4,1,1.0
CUST_5619,6,6,1,1.0
CUST_5620,3,3,1,1.0
CUST_5621,4,4,1,1.0
CUST_5622,5,5,1,1.0
CUST_5623,7,7,1,1.0
CUST_5624,3,3,1,1.0
CUST_5625,6,6,1,1.0
CUST_5626,7,7,1,1.0
CUST_5627,6,6,1,1.0
CUST_5628,4,4,1,1.0
CUST_5629,4,4,1,1.0
CUST_5630,5,5,1,1.0
CUST_5631,5,5,1,1.0
CUST_5632,10,10,1,1.0
CUST_5633,4,4,1,1.0
CUST_5634,8,8,1,1.0
CUST_5635,4,4,1,1.0
CUST_5636,3,3,1,1.0
CUST_5637,6,6,1,1.0
CUST_5638,3,3,1,1.0
CUST_5639,3,3,1,1.0
CUST_5640,6,6,1,1.0
CUST_5641,2,2,1,1.0
CUST_5642,4,4,1,1.0
CUST_5643,8,8,1,1.0
CUST_5644,3,3,1,1.0
CUST_5645,9,9,1,1.0
CUST_5646,2,2,1,1.0
CUST_5647,4,4,1,1.0
CUST_5648,3,3,1,1.0
CUST_5649,3,3,1,1.0
CUST_5650,3,3,1,1.0
CUST_5651,2,2,1,1.0
CUST_5652,8,8,1,1.0
CUST_5653,7,7,1,1.0
CUST_5654,8,8,1,1.0
CUST_5655,6,6,1,1.0
CUST_5656,4,4,1,1.0
CUST_5657,5,5,1,1.0
CUST_5658,2,2,1,1.0
CUST_5659,5,5,1,1.0
CUST_5660,8,8,1,1.0
CUST_5661,5,5,1,1.0
CUST_5662,2,2,1,1.0
CUST_5663,3,3,1,1.0
CUST_5664,2,2,1,1.0
CUST_5665,8,8,1,1.0
CUST_5666,5,5,1,1.0
CUST_5667,12,12,1,1.0
CUST_5668,6,6,1,1.0
CUST_5669,2,2,1,1.0
CUST_5670,9,9,1,1.0
CUST_5671,6,6,1,1.0
CUST_5672,2,2,1,1.0
CUST_5673,5,5,1,1.0
CUST_5674,5,5,1,1.0
CUST_5675,1,1,1,1.0
CUST_5676,6,6,1,1.0
CUST_5677,4,4,1,1.0
CUST_5678,5,5,1,1.0
CUST_5679,4,4,1,1.0
CUST_5680,2,2,1,1.0
CUST_5681,4,4,1,1.0
CUST_5682,3,3,1,1.0
CUST_5683,4,4,1,1.0
CUST_5684,3,3,1,1.0
CUST_5685,2,2,1,1.0
CUST_5686,7,7,1,1.0
CUST_5687,3,3,1,1.0
CUST_5688,7,7,1,1.0
CUST_5689,5,5,1,1.0
CUST_5690,9,9,1,1.0
CUST_5691,11,11,1,1.0
CUST_5692,6,6,1,1.0
CUST_5693,7,7,1,1.0
CUST_5694,6,6,1,1.0
CUST_5695,4,4,1,1.0
CUST_5696,3,3,1,1.0
CUST_5697,3,3,1,1.0
CUST_5698,2,2,1,1.0
CUST_5699,3,3,1,1.0
CUST_5700,3,3,1,1.0
CUST_5701,2,2,1,1.0
CUST_5702,4,4,1,1.0
CUST_5703,8,8,1,1.0
CUST_5704,4,4,1,1.0
CUST_5705,3,3,1,1.0
CUST_5706,10,10,1,1.0
CUST_5707,5,5,1,1.0
CUST_5708,4,4,1,1.0
CUST_5709,8,8,1,1.0
CUST_5710,6,6,1,1.0
CUST_5711,5,5,1,1.0
CUST_5712,3,3,1,1.0
CUST_5713,4,4,1,1.0
CUST_5714,5,5,1,1.0
CUST_5715,4,4,1,1.0
CUST_5716,5,5,1,1.0
CUST_5717,4,4,1,1.0
CUST_5718,3,3,1,1.0
CUST_5719,8,8,1,1.0
CUST_5720,2,2,1,1.0
CUST_5721,5,5,1,1.0
CUST_5722,3,3,1,1.0
CUST_5723,6,6,1,1.0
CUST_5724,2,2,1,1.0
CUST_5725,5,5,1,1.0
CUST_5726,6,6,1,1.0
CUST_5727,8,8,1,1.0
CUST_5728,4,4,1,1.0
CUST_5729,6,6,1,1.0
CUST_5730,4,4,1,1.0
CUST_5731,5,5,1,1.0
CUST_5732,5,5,1,1.0
CUST_5733,8,8,1,1.0
CUST_5734,5,5,1,1.0
CUST_5735,4,4,1,1.0
CUST_5736,3,3,1,1.0
CUST_5737,5,5,1,1.0
CUST_5738,2,2,1,1.0
CUST_5739,4,4,1,1.0
CUST_5740,3,3,1,1.0
CUST_5741,5,5,1,1.0
CUST_5742,2,2,1,1.0
CUST_5743,7,7,1,1.0
CUST_5744,5,5,1,1.0
CUST_5745,4,4,1,1.0
CUST_5746,4,4,1,1.0
CUST_5747,8,8,1,1.0
CUST_5748,6,6,1,1.0
CUST_5749,3,3,1,1.0
CUST_5750,4,4,1,1.0
CUST_5751,3,3,1,1.0
CUST_5752,2,2,1,1.0
CUST_5753,9,9,1,1.0
CUST_5754,7,7,1,1.0
CUST_5755,5,5,1,1.0
CUST_5756,3,3,1,1.0
CUST_5757,7,7,1,1.0
CUST_5758,7,7,1,1.0
CUST_5759,5,5,1,1.0
CUST_5760,8,8,1,1.0
CUST_5761,4,4,1,1.0
CUST_5762,5,5,1,1.0
CUST_5763,5,5,1,1.0
CUST_5764,3,3,1,1.0
CUST_5765,6,6,1,1.0
CUST_5766,7,7,1,1.0
CUST_5767,6,6,1,1.0
CUST_5768,2,2,1,1.0
CUST_5769,4,4,1,1.0
CUST_5770,5,5,1,1.0
CUST_5771,4,4,1,1.0
CUST_5772,7,7,1,1.0
CUST_5773,4,4,1,1.0
CUST_5774,4,4,1,1.0
CUST_5775,6,6,1,1.0
CUST_5776,4,4,1,1.0
CUST_5777,4,4,1,1.0
CUST_5778,5,5,1,1.0
CUST_5779,4,4,1,1.0
CUST_5780,7,7,1,1.0
CUST_5781,4,4,1,1.0
CUST_5782,3,3,1,1.0
CUST_5783,4,4,1,1.0
CUST_5784,5,5,1,1.0
CUST_5785,6,6,1,1.0
CUST_5786,10,10,1,1.0
CUST_5787,4,4,1,1.0
CUST_5788,4,4,1,1.0
CUST_5789,7,7,1,1.0
CUST_5790,10,10,1,1.0
CUST_5791,7,7,1,1.0
CUST_5792,1,1,1,1.0
CUST_5793,11,11,1,1.0
CUST_5794,9,9,1,1.0
CUST_5795,7,7,1,1.0
CUST_5796,7,7,1,1.0
CUST_5797,10,10,1,1.0
CUST_5798,6,6,1,1.0
CUST_5799,3,3,1,1.0
CUST_5800,6,6,1,1.0
CUST_5801,5,5,1,1.0
CUST_5802,4,4,1,1.0
CUST_5803,4,4,1,1.0
CUST_5804,2,2,1,1.0
CUST_5805,3,3,1,1.0
CUST_5806,5,5,1,1.0
CUST_5807,3,3,1,1.0
CUST_5808,3,3,1,1.0
CUST_5809,5,5,1,1.0
CUST_5810,9,9,1,1.0
CUST_5811,4,4,1,1.0
CUST_5812,5,5,1,1.0
CUST_5813,8,8,1,1.0
CUST_5814,3,3,1,1.0
CUST_5815,1,1,1,1.0
CUST_5816,4,4,1,1.0
CUST_5817,6,6,1,1.0
CUST_5818,4,4,1,1.0
CUST_5819,2,2,1,1.0
CUST_5820,6,6,1,1.0
CUST_5821,6,6,1,1.0
CUST_5822,2,2,1,1.0
