tower_id,hour_id,drop_call_rate,utilization_pct
TWR_376,2025-11-03 01:11:46,95.07,71.82
TWR_078,2025-09-10 22:46:34,36.62,68.73
TWR_177,2025-02-06 01:43:26,62.48,61.17
TWR_222,2025-09-18 00:44:09,2.83,21.84
TWR_351,2025-06-20 20:13:58,78.23,80.73
TWR_133,2025-12-30 03:05:16,9.52,85.13
TWR_124,2025-11-28 05:36:41,31.89,90.67
TWR_252,2025-02-01 16:48:44,43.87,97.21
TWR_181,2025-08-30 00:20:56,75.08,33.74
TWR_199,2025-03-25 10:04:35,1.58,17.08
TWR_442,2025-10-08 06:19:20,92.55,38.14
TWR_495,2025-10-19 06:22:56,67.0,54.08
TWR_232,2025-04-13 12:53:45,90.7,90.44
TWR_100,2025-11-06 16:17:23,95.64,72.73
TWR_003,2025-11-01 04:44:33,75.81,0.63
TWR_430,2025-02-26 05:48:09,82.54,80.96
TWR_405,2025-12-19 03:35:04,92.81,69.63
TWR_419,2025-05-25 04:28:27,22.06,39.19
TWR_097,2025-12-01 09:32:25,51.4,47.48
TWR_313,2025-01-21 21:59:40,11.63,66.36
TWR_067,2025-05-24 04:06:46,32.05,84.72
TWR_491,2025-05-11 05:31:48,9.93,19.66
TWR_349,2025-04-22 07:42:22,92.68,91.46
TWR_193,2025-04-01 10:14:28,9.94,60.22
TWR_278,2025-03-18 10:47:47,62.01,61.63
TWR_036,2025-04-26 10:38:33,83.39,16.75
TWR_125,2025-06-22 08:16:07,79.77,26.59
TWR_415,2025-06-19 18:36:11,49.6,61.69
TWR_406,2025-04-20 21:25:06,84.77,10.43
TWR_024,2025-04-02 08:16:23,1.24,76.75
TWR_006,2025-11-22 21:21:10,18.82,56.37
TWR_470,2025-12-16 08:58:45,86.53,77.8
TWR_138,2025-03-01 10:56:17,25.87,13.5
TWR_455,2025-05-10 03:41:16,73.44,70.05
TWR_045,2025-06-13 07:21:27,57.42,11.28
TWR_304,2025-10-19 22:50:38,79.0,18.33
TWR_410,2025-09-28 02:42:06,94.82,27.43
TWR_225,2025-07-10 00:43:45,58.14,96.96
TWR_102,2025-06-20 21:07:37,7.9,36.91
TWR_435,2025-08-07 17:28:40,60.58,47.37
TWR_063,2025-06-20 06:18:50,96.34,7.36
TWR_492,2025-02-20 09:29:28,80.73,83.36
TWR_486,2025-05-21 15:18:28,38.88,15.86
TWR_356,2025-10-01 00:47:52,1.05,32.73
TWR_147,2025-05-18 17:20:05,66.61,26.9
TWR_243,2025-06-30 06:53:38,91.69,5.26
TWR_026,2025-10-26 05:21:56,37.1,54.72
TWR_147,2025-07-26 19:09:09,56.48,43.6
TWR_044,2025-07-10 17:19:37,36.57,91.85
TWR_203,2025-06-17 05:43:06,3.85,58.23
TWR_176,2025-10-20 06:07:05,64.69,96.53
TWR_353,2025-01-13 21:27:45,54.98,16.74
TWR_162,2025-07-05 14:34:39,54.86,27.79
TWR_024,2025-05-27 15:24:49,43.13,7.03
TWR_017,2025-12-11 16:30:36,81.14,11.22
TWR_225,2025-11-16 02:08:01,97.26,3.14
TWR_242,2025-10-08 06:55:19,90.49,36.94
TWR_410,2025-12-12 12:04:40,30.79,40.21
TWR_136,2025-05-13 22:41:22,52.5,57.44
TWR_463,2025-04-23 19:26:47,51.02,93.66
TWR_035,2025-01-08 23:40:54,48.0,41.77
TWR_179,2025-09-10 00:54:41,56.04,62.73
TWR_230,2025-01-19 15:39:25,32.99,9.32
TWR_416,2025-10-24 02:58:26,90.59,66.64
TWR_304,2025-10-30 05:10:05,90.2,32.22
TWR_436,2025-12-10 22:25:50,80.7,72.76
TWR_164,2025-05-19 07:47:30,29.41,61.84
TWR_416,2025-09-16 02:56:17,96.5,79.86
TWR_289,2025-04-16 03:00:16,86.21,42.19
TWR_287,2025-08-28 04:03:40,50.1,67.14
TWR_018,2025-05-31 13:50:00,21.19,88.54
TWR_458,2025-03-14 11:58:20,41.68,50.55
TWR_245,2025-12-08 09:06:29,62.41,16.73
TWR_379,2025-03-09 04:45:31,58.15,99.63
TWR_481,2025-10-01 20:39:20,37.95,22.09
TWR_308,2025-02-05 06:59:03,57.71,21.02
TWR_046,2025-03-27 19:42:09,3.46,69.58
TWR_331,2025-03-30 21:54:17,83.02,3.99
TWR_427,2025-02-17 07:44:13,1.57,7.72
TWR_268,2025-03-19 14:12:15,9.63,29.06
TWR_038,2025-03-01 03:50:25,58.29,15.91
TWR_025,2025-01-10 11:35:22,80.54,65.78
TWR_002,2025-04-30 10:09:30,94.92,28.57
TWR_251,2025-01-11 08:25:33,79.43,59.42
TWR_441,2025-09-19 22:50:25,12.73,5.89
TWR_471,2025-07-27 07:40:38,94.55,23.22
TWR_376,2025-01-31 03:14:12,94.6,56.58
TWR_344,2025-10-14 20:23:44,62.2,67.7
TWR_234,2025-07-21 06:21:46,51.74,4.12
TWR_192,2025-04-27 01:59:12,99.28,17.58
TWR_233,2025-03-27 02:30:47,70.74,50.37
TWR_291,2025-04-23 14:58:27,68.42,72.64
TWR_064,2025-01-17 03:59:59,9.52,38.1
TWR_278,2025-10-09 11:05:34,42.06,44.47
TWR_367,2025-12-11 08:20:27,8.52,43.64
TWR_172,2025-03-16 20:31:20,34.11,2.22
TWR_400,2025-04-08 06:41:25,9.17,53.31
TWR_054,2025-05-01 09:04:22,85.03,48.28
TWR_006,2025-06-18 22:43:07,7.25,82.34
TWR_370,2025-02-12 21:05:56,93.41,26.32
TWR_054,2025-02-26 01:34:18,70.13,88.47
TWR_329,2025-04-02 21:01:38,59.18,82.34
TWR_299,2025-02-05 23:51:18,50.21,33.36
TWR_493,2025-01-27 02:29:20,15.84,6.09
TWR_049,2025-02-01 23:05:14,11.61,91.66
TWR_442,2025-07-25 01:53:53,49.77,76.11
TWR_155,2025-12-17 23:44:44,78.23,53.57
TWR_492,2025-04-11 20:34:35,29.67,72.88
TWR_355,2025-07-29 10:10:34,89.27,84.24
TWR_344,2025-11-25 07:51:08,90.02,9.63
TWR_433,2025-04-12 03:53:12,36.23,94.42
TWR_481,2025-11-03 05:08:16,61.29,69.95
TWR_461,2025-02-28 09:15:28,47.92,95.62
TWR_015,2025-06-01 13:06:17,9.09,86.24
TWR_494,2025-07-12 20:15:07,25.4,2.28
TWR_242,2025-01-23 09:33:10,5.51,93.11
TWR_006,2025-10-29 17:35:06,5.05,75.05
TWR_460,2025-03-08 13:53:45,72.06,88.13
TWR_003,2025-01-18 06:16:08,0.2,81.37
TWR_363,2025-03-15 20:02:15,84.13,65.26
TWR_082,2025-09-02 18:26:15,17.1,87.78
TWR_390,2025-02-06 01:18:19,25.66,98.05
TWR_162,2025-11-23 23:35:10,92.51,74.19
TWR_434,2025-07-28 23:24:38,69.16,34.53
TWR_178,2025-03-19 23:18:06,71.54,88.68
TWR_351,2025-05-26 01:54:49,93.81,65.58
TWR_451,2025-03-29 23:54:14,53.14,0.34
TWR_318,2025-10-10 22:34:03,62.85,30.23
TWR_425,2025-12-28 02:54:03,8.52,98.53
TWR_410,2025-05-19 21:55:14,40.69,80.1
TWR_496,2025-01-26 05:45:43,1.84,40.1
TWR_256,2025-03-17 02:24:24,14.68,30.29
TWR_468,2025-08-22 11:06:36,8.43,21.6
TWR_043,2025-02-08 12:49:19,33.36,27.68
TWR_407,2025-09-10 20:34:13,81.75,16.94
TWR_238,2025-03-02 04:46:25,97.94,83.15
TWR_129,2025-01-24 03:56:18,16.47,27.44
TWR_440,2025-06-30 14:36:47,86.24,86.52
TWR_238,2025-07-04 15:44:27,87.09,3.07
TWR_195,2025-01-16 15:37:04,15.05,0.08
TWR_128,2025-01-20 22:31:59,6.67,64.18
TWR_120,2025-02-07 05:45:30,48.14,91.71
TWR_242,2025-01-22 22:44:31,3.82,96.93
TWR_259,2025-05-13 12:54:47,43.99,67.96
TWR_070,2025-03-11 02:40:25,43.36,5.82
TWR_286,2025-01-13 15:55:14,75.67,7.4
TWR_463,2025-05-06 18:03:51,89.42,88.35
TWR_412,2025-07-19 23:15:04,53.67,91.64
TWR_458,2025-02-22 03:24:27,17.71,44.5
TWR_297,2025-01-07 17:19:21,91.32,92.24
TWR_008,2025-01-09 20:52:38,68.09,43.81
TWR_363,2025-03-26 07:12:08,81.79,9.83
TWR_099,2025-09-27 01:48:56,37.23,43.22
TWR_174,2025-03-03 03:21:08,7.98,21.07
TWR_230,2025-05-13 12:28:31,81.96,4.53
TWR_186,2025-02-20 06:55:47,97.32,48.76
TWR_355,2025-11-15 21:40:23,46.76,72.46
TWR_473,2025-10-22 13:54:25,28.04,62.62
TWR_046,2025-09-25 20:55:03,29.81,1.2
TWR_431,2025-02-05 14:18:00,63.45,20.61
TWR_022,2025-04-07 00:07:36,93.28,16.7
TWR_431,2025-04-22 11:58:27,81.7,32.04
TWR_127,2025-01-22 17:42:04,85.27,43.88
TWR_266,2025-05-01 16:28:57,80.3,81.24
TWR_464,2025-09-30 09:56:16,42.06,41.46
TWR_310,2025-10-14 17:35:09,33.09,74.45
TWR_052,2025-09-07 20:03:40,34.95,98.28
TWR_237,2025-06-29 00:42:21,67.15,36.6
TWR_015,2025-12-04 06:31:47,6.92,11.17
TWR_351,2025-07-30 06:08:02,90.93,70.58
TWR_055,2025-04-02 16:49:43,36.47,62.43
TWR_122,2025-07-30 08:10:19,54.68,19.63
TWR_091,2025-01-06 11:42:43,20.52,18.46
TWR_396,2025-10-15 16:07:25,43.58,42.3
TWR_099,2025-01-05 12:25:17,97.37,91.22
TWR_345,2025-06-27 03:13:51,0.36,48.73
TWR_062,2025-09-17 09:37:44,21.27,37.93
TWR_172,2025-05-30 01:32:29,48.13,25.23
TWR_296,2025-01-25 02:43:59,80.15,60.26
TWR_262,2025-02-13 04:55:47,48.07,85.65
TWR_050,2025-11-11 22:17:51,50.27,99.24
TWR_416,2025-12-07 04:46:55,96.62,40.2
TWR_135,2025-12-21 19:37:51,92.87,72.95
TWR_355,2025-11-28 11:14:51,50.66,50.97
TWR_199,2025-10-13 17:47:51,54.55,77.85
TWR_228,2025-03-17 06:49:36,68.92,40.15
TWR_498,2025-08-03 16:16:02,52.17,63.3
TWR_015,2025-06-30 06:14:00,86.65,31.45
TWR_313,2025-07-02 00:47:48,31.22,15.91
TWR_338,2025-01-08 06:34:57,78.14,42.85
TWR_361,2025-09-12 15:09:29,71.75,16.96
TWR_145,2025-03-30 04:33:52,20.87,47.78
TWR_218,2025-03-13 17:41:34,92.74,95.27
TWR_211,2025-05-20 13:29:01,65.35,91.77
TWR_176,2025-01-12 05:13:37,63.31,3.61
TWR_272,2025-12-21 00:55:39,87.87,57.61
TWR_355,2025-03-15 02:18:59,70.5,8.41
TWR_042,2025-04-02 02:26:51,68.39,22.95
TWR_142,2025-05-18 13:53:47,21.41,54.43
TWR_327,2025-02-21 11:17:27,2.57,80.71
TWR_358,2025-05-24 20:36:50,67.15,5.48
TWR_085,2025-11-23 18:24:29,58.59,64.71
TWR_467,2025-03-08 15:32:24,47.96,73.69
TWR_132,2025-08-06 06:08:06,51.25,10.77
TWR_196,2025-05-31 05:32:54,17.7,54.87
TWR_494,2025-12-17 12:32:38,21.82,23.12
TWR_391,2025-11-04 08:33:06,71.78,77.99
TWR_012,2025-09-14 22:23:25,74.11,64.36
TWR_224,2025-10-14 13:21:25,35.06,96.65
TWR_151,2025-11-25 21:14:38,82.0,25.0
TWR_362,2025-07-15 00:38:30,36.73,97.16
TWR_118,2025-09-05 08:44:59,51.12,17.6
TWR_111,2025-03-16 18:33:39,11.42,14.17
TWR_415,2025-12-25 03:17:46,76.02,54.99
TWR_282,2025-12-11 15:51:25,70.68,79.35
TWR_200,2025-08-14 08:10:32,87.0,58.36
TWR_216,2025-06-17 02:09:48,13.14,55.53
TWR_274,2025-03-06 16:17:46,62.13,42.65
TWR_307,2025-10-04 15:32:27,71.07,39.67
TWR_256,2025-12-27 11:45:32,21.11,71.09
TWR_368,2025-05-03 13:38:22,34.22,56.72
TWR_493,2025-04-26 08:36:48,76.37,45.57
TWR_086,2025-11-12 06:44:52,87.59,46.01
TWR_058,2025-07-05 06:06:40,32.49,53.69
TWR_330,2025-09-04 14:29:55,68.51,23.46
TWR_087,2025-05-17 05:23:48,52.06,96.3
TWR_049,2025-05-09 22:15:46,78.56,5.93
TWR_373,2025-04-12 04:45:49,80.26,57.64
TWR_384,2025-12-21 13:22:32,46.2,82.99
TWR_100,2025-05-07 19:13:12,46.82,60.69
TWR_053,2025-10-26 10:54:42,28.91,90.94
TWR_312,2025-07-30 14:40:45,56.17,41.88
TWR_048,2025-07-26 06:28:20,28.49,93.67
TWR_338,2025-12-09 03:58:06,21.84,87.32
TWR_074,2025-12-28 14:27:39,63.23,43.94
TWR_465,2025-10-24 08:30:43,20.19,60.52
TWR_075,2025-07-18 22:55:05,5.74,29.42
TWR_143,2025-11-09 21:00:07,69.37,68.79
TWR_222,2025-04-30 01:31:29,14.81,50.27
TWR_019,2025-01-05 05:40:48,46.48,98.51
TWR_330,2025-06-23 20:26:29,69.43,74.43
TWR_186,2025-12-01 16:26:23,29.55,76.24
TWR_266,2025-02-16 08:20:12,6.23,51.39
TWR_219,2025-07-13 02:56:26,20.33,51.85
TWR_154,2025-11-18 20:48:15,47.41,74.38
TWR_223,2025-07-23 21:26:48,14.92,70.09
TWR_199,2025-01-29 07:38:37,0.07,89.57
TWR_027,2025-02-19 20:26:11,90.47,1.48
TWR_167,2025-08-16 11:02:34,25.16,38.62
TWR_410,2025-11-23 07:53:27,67.35,44.02
TWR_347,2025-09-06 18:24:07,57.13,67.55
TWR_012,2025-02-15 00:09:22,87.62,87.29
TWR_134,2025-01-04 03:44:21,56.78,0.85
TWR_008,2025-12-18 22:01:50,42.86,71.75
TWR_207,2025-10-28 11:17:26,61.04,50.48
TWR_184,2025-10-10 14:37:08,19.67,77.3
TWR_476,2025-02-09 08:30:43,85.09,11.98
TWR_080,2025-12-31 05:17:06,81.42,3.24
TWR_096,2025-03-08 23:44:18,72.87,41.15
TWR_440,2025-08-13 02:36:53,96.35,57.18
TWR_400,2025-08-05 18:16:30,57.68,13.71
TWR_387,2025-08-17 19:21:35,97.14,13.51
TWR_009,2025-11-07 17:51:36,60.47,95.21
TWR_268,2025-10-23 01:48:35,51.99,56.27
TWR_312,2025-09-26 19:34:27,64.93,38.96
TWR_201,2025-01-18 08:47:00,23.5,63.16
TWR_314,2025-01-05 04:58:08,14.67,87.67
TWR_176,2025-10-21 15:22:10,52.4,72.53
TWR_497,2025-12-01 13:10:55,48.15,88.4
TWR_233,2025-05-13 00:15:20,7.19,98.26
TWR_390,2025-02-10 13:10:16,49.12,22.56
TWR_385,2025-09-08 17:49:35,97.33,28.26
TWR_491,2025-10-02 19:19:46,64.34,97.18
TWR_086,2025-05-22 14:56:06,16.95,39.7
TWR_488,2025-05-03 23:46:14,50.28,52.57
TWR_072,2025-09-29 22:57:35,4.18,11.33
TWR_017,2025-01-02 22:37:45,83.88,16.95
TWR_432,2025-07-21 12:54:17,27.1,75.39
TWR_429,2025-08-23 10:49:10,27.81,79.42
TWR_167,2025-04-14 15:08:10,11.24,95.93
TWR_113,2025-03-12 21:03:19,66.69,74.26
TWR_026,2025-05-09 11:36:57,47.82,95.01
TWR_272,2025-09-03 06:02:09,84.74,63.27
TWR_241,2025-11-25 07:33:20,17.85,82.14
TWR_282,2025-08-08 12:22:47,9.01,13.7
TWR_456,2025-11-05 05:51:54,46.72,65.36
TWR_189,2025-01-17 08:20:47,70.05,63.06
TWR_258,2025-01-05 09:57:27,95.17,75.98
TWR_465,2025-12-26 18:21:12,49.77,34.66
TWR_327,2025-07-07 19:22:44,53.21,86.16
TWR_361,2025-05-29 01:46:10,57.58,6.7
TWR_278,2025-05-25 13:24:17,9.2,23.05
TWR_111,2025-07-30 16:49:21,46.02,44.07
TWR_062,2025-09-19 18:09:29,92.46,97.77
TWR_093,2025-05-12 03:02:32,1.83,76.08
TWR_318,2025-11-19 14:55:28,59.08,53.66
TWR_139,2025-12-22 11:42:28,88.45,16.61
TWR_332,2025-06-14 08:48:28,22.0,74.86
TWR_305,2025-12-28 00:49:28,73.95,41.37
TWR_175,2025-10-13 17:29:43,66.24,5.55
TWR_081,2025-10-25 20:19:29,80.87,5.11
TWR_340,2025-04-18 19:28:17,48.5,76.47
TWR_140,2025-07-02 23:40:40,86.39,92.83
TWR_406,2025-12-14 08:08:26,94.41,91.26
TWR_344,2025-03-30 09:28:21,51.86,70.14
TWR_498,2025-07-12 17:09:15,12.44,24.03
TWR_031,2025-07-14 22:32:50,76.24,10.03
TWR_340,2025-10-18 07:19:28,12.54,98.34
TWR_174,2025-03-26 22:04:37,35.93,83.41
TWR_339,2025-06-12 06:35:42,61.92,63.9
TWR_409,2025-04-10 07:51:40,77.37,98.41
TWR_265,2025-02-16 20:59:17,8.33,92.7
TWR_179,2025-05-28 04:03:49,49.29,96.71
TWR_279,2025-03-31 23:49:31,88.48,70.58
TWR_086,2025-03-07 19:35:29,77.15,49.98
TWR_335,2025-02-24 21:47:01,40.42,58.7
TWR_355,2025-05-01 09:37:13,35.46,78.39
TWR_416,2025-11-21 14:25:57,13.67,13.86
TWR_266,2025-02-13 09:17:28,85.42,29.74
TWR_108,2025-11-10 00:48:55,90.27,28.5
TWR_048,2025-02-19 13:55:05,20.97,22.67
TWR_059,2025-11-21 01:51:39,81.93,53.72
TWR_113,2025-05-19 02:24:51,49.98,58.29
TWR_347,2025-11-28 01:44:27,92.13,62.84
TWR_218,2025-08-05 00:08:16,82.98,44.09
TWR_104,2025-11-06 21:09:00,21.44,97.42
TWR_196,2025-12-01 01:43:37,99.37,87.2
TWR_499,2025-07-19 04:09:37,60.32,1.81
TWR_456,2025-09-02 18:38:31,6.93,76.43
TWR_127,2025-11-06 00:33:33,61.49,7.36
TWR_419,2025-10-26 00:11:43,95.34,97.41
TWR_032,2025-04-11 20:25:42,41.62,94.01
TWR_153,2025-08-06 01:02:22,44.76,23.33
TWR_230,2025-12-27 16:13:32,7.31,35.36
TWR_394,2025-05-31 12:16:17,51.37,88.97
TWR_262,2025-05-07 11:33:26,34.39,39.92
TWR_423,2025-03-07 08:20:08,46.87,83.31
TWR_403,2025-09-22 09:23:01,87.53,2.19
TWR_391,2025-11-04 16:16:18,56.62,84.29
TWR_292,2025-12-01 02:27:35,90.56,98.94
TWR_231,2025-10-28 11:08:35,58.99,80.07
TWR_159,2025-08-17 22:24:59,86.16,42.36
TWR_298,2025-12-27 22:19:20,79.62,10.1
TWR_254,2025-03-01 15:45:48,13.73,33.91
TWR_461,2025-03-01 09:56:55,40.04,57.66
TWR_480,2025-04-04 13:52:44,39.74,38.09
TWR_385,2025-03-25 22:56:42,94.12,15.29
TWR_244,2025-03-28 22:13:01,23.46,17.62
TWR_294,2025-01-01 02:08:23,30.44,86.69
TWR_465,2025-06-29 23:09:43,92.34,52.53
TWR_122,2025-06-26 14:22:06,79.08,56.74
TWR_132,2025-03-19 05:55:00,38.19,56.32
TWR_019,2025-07-17 20:13:35,23.24,75.68
TWR_025,2025-02-28 07:26:41,55.18,74.5
TWR_024,2025-05-11 07:02:02,60.34,14.11
TWR_491,2025-08-17 20:44:27,63.07,57.38
TWR_357,2025-07-02 06:12:11,5.69,70.98
TWR_493,2025-03-13 05:21:06,51.0,89.72
TWR_247,2025-11-24 03:30:16,83.92,53.45
TWR_301,2025-09-09 04:27:07,3.52,80.56
TWR_232,2025-09-05 10:36:41,65.16,43.12
TWR_052,2025-08-09 04:10:29,65.99,14.77
TWR_147,2025-09-28 09:31:53,87.16,4.9
TWR_273,2025-02-14 10:49:04,92.9,71.56
TWR_443,2025-01-15 08:02:20,35.98,80.68
TWR_346,2025-02-21 02:06:02,22.11,80.77
TWR_336,2025-12-04 01:11:11,43.75,9.36
TWR_269,2025-05-01 10:03:42,78.82,78.28
TWR_073,2025-11-05 14:18:42,59.87,25.15
TWR_041,2025-09-17 17:03:20,63.83,24.89
TWR_040,2025-04-11 00:27:13,49.6,18.42
TWR_054,2025-08-12 06:53:08,3.03,73.27
TWR_027,2025-04-02 15:44:40,21.22,19.85
TWR_315,2025-05-10 17:52:38,92.35,0.1
TWR_260,2025-09-20 18:03:05,50.71,30.21
TWR_399,2025-05-31 08:02:40,11.2,77.72
TWR_197,2025-09-09 15:55:40,35.18,37.95
TWR_241,2025-09-30 13:02:41,43.06,28.7
TWR_432,2025-03-24 08:54:37,5.59,30.18
TWR_209,2025-04-27 21:22:18,29.03,9.06
TWR_160,2025-02-23 02:36:24,34.08,56.92
TWR_223,2025-03-09 03:20:19,42.51,71.81
TWR_426,2025-11-21 05:11:15,76.55,68.11
TWR_432,2025-11-25 09:18:30,88.95,6.01
TWR_083,2025-05-26 20:18:35,38.17,30.46
TWR_095,2025-01-06 23:27:08,38.53,50.58
TWR_221,2025-11-14 17:32:30,51.46,95.64
TWR_020,2025-06-28 18:48:17,92.94,88.2
TWR_411,2025-01-05 01:16:44,26.9,73.57
TWR_149,2025-07-07 00:56:50,81.92,59.31
TWR_120,2025-03-15 00:12:07,24.63,63.71
TWR_142,2025-11-30 03:14:00,88.09,7.26
TWR_380,2025-08-17 20:17:53,12.05,14.86
TWR_009,2025-06-20 15:58:03,97.57,91.08
TWR_033,2025-08-25 04:32:41,29.58,79.74
TWR_006,2025-04-03 17:13:31,91.48,92.4
TWR_315,2025-04-02 09:06:36,47.0,95.53
TWR_389,2025-04-22 02:37:26,60.52,7.53
TWR_119,2025-03-23 02:16:51,65.17,56.14
TWR_063,2025-07-17 23:15:28,61.33,16.09
TWR_087,2025-10-05 04:55:06,39.52,93.29
TWR_305,2025-12-16 15:24:15,32.25,22.72
TWR_265,2025-12-22 22:14:30,38.82,62.15
TWR_483,2025-11-15 02:11:43,62.7,49.38
TWR_287,2025-08-09 15:57:13,39.01,80.35
TWR_269,2025-09-19 16:22:25,57.85,54.11
TWR_382,2025-10-03 10:18:46,79.33,13.83
TWR_349,2025-01-31 01:40:57,63.46,96.83
TWR_103,2025-07-06 11:22:03,55.24,12.55
TWR_083,2025-06-16 16:11:00,37.64,98.77
TWR_333,2025-03-06 14:22:58,93.86,61.29
TWR_209,2025-05-19 06:22:11,48.7,52.69
TWR_173,2025-04-02 01:11:32,71.98,87.54
TWR_103,2025-04-03 00:17:11,56.75,39.41
TWR_298,2025-10-07 05:11:41,74.66,44.13
TWR_407,2025-04-19 08:11:36,83.13,36.58
TWR_365,2025-06-25 16:40:49,74.35,19.61
TWR_046,2025-05-07 16:26:00,96.0,81.66
TWR_457,2025-02-23 06:46:22,77.0,72.01
TWR_469,2025-04-27 19:39:37,82.52,98.87
TWR_081,2025-05-02 08:48:35,63.88,48.12
TWR_049,2025-09-27 23:37:02,43.13,64.75
TWR_058,2025-04-24 08:19:47,12.64,89.28
TWR_333,2025-08-26 20:32:46,97.22,65.02
TWR_357,2025-11-11 02:17:40,29.18,90.89
TWR_073,2025-11-21 17:34:00,81.85,30.52
TWR_331,2025-09-02 16:08:00,72.22,3.56
TWR_233,2025-11-19 17:06:05,73.46,21.28
TWR_417,2025-06-07 10:40:07,93.08,1.12
TWR_009,2025-02-01 06:09:43,55.36,1.19
TWR_103,2025-01-30 23:09:38,35.12,99.26
TWR_074,2025-12-11 02:04:24,31.73,57.08
TWR_265,2025-06-12 17:21:54,10.16,46.83
TWR_039,2025-03-29 10:02:39,15.7,11.67
TWR_053,2025-03-20 19:41:20,47.83,94.7
TWR_250,2025-05-01 07:41:46,20.53,94.08
TWR_315,2025-12-23 17:29:39,20.57,99.06
TWR_311,2025-09-30 13:55:32,60.4,11.83
TWR_061,2025-12-15 04:03:28,98.21,94.2
TWR_008,2025-09-11 15:16:49,32.01,42.42
TWR_357,2025-09-11 07:02:40,40.06,88.58
TWR_010,2025-02-16 15:03:29,57.39,4.23
TWR_218,2025-10-30 00:24:48,69.36,34.37
TWR_016,2025-06-20 19:50:36,68.83,32.32
TWR_320,2025-06-18 08:39:33,64.71,24.45
TWR_008,2025-01-20 01:16:37,2.95,69.41
TWR_001,2025-07-02 19:45:37,65.59,59.12
TWR_332,2025-10-20 02:41:45,23.99,61.2
TWR_363,2025-11-15 06:35:08,17.88,78.85
TWR_282,2025-11-11 10:42:06,6.37,90.78
TWR_276,2025-02-11 03:58:45,56.88,37.57
TWR_223,2025-09-15 06:03:59,27.43,83.32
TWR_443,2025-06-08 03:05:34,6.19,25.88
TWR_201,2025-12-20 01:48:34,10.36,29.61
TWR_152,2025-12-22 13:11:08,60.41,97.6
TWR_061,2025-06-05 08:51:25,94.03,95.66
TWR_246,2025-02-09 07:55:27,8.3,58.7
TWR_380,2025-02-03 03:27:28,77.5,79.05
TWR_258,2025-01-15 11:20:44,10.42,6.14
TWR_287,2025-03-17 15:09:05,27.98,22.19
TWR_233,2025-11-16 05:56:46,5.81,11.36
TWR_432,2025-01-09 01:23:16,96.87,46.8
TWR_280,2025-07-22 12:27:00,42.82,36.82
TWR_322,2025-06-26 22:55:57,19.57,8.03
TWR_234,2025-01-09 15:10:42,22.61,33.93
TWR_078,2025-05-04 05:53:05,98.22,93.23
TWR_012,2025-11-16 02:05:50,5.94,40.56
TWR_181,2025-10-30 10:21:29,37.31,21.3
TWR_222,2025-08-08 08:34:10,55.35,34.46
TWR_354,2025-08-04 05:41:09,48.55,34.01
TWR_349,2025-04-04 06:23:26,67.17,56.17
TWR_010,2025-12-20 16:07:39,81.55,64.2
TWR_212,2025-11-14 17:09:46,98.55,48.7
TWR_364,2025-01-19 20:45:45,72.63,57.12
TWR_408,2025-05-27 23:53:50,46.02,21.43
TWR_479,2025-02-24 01:13:28,22.72,50.26
TWR_480,2025-12-31 14:05:24,39.5,85.13
TWR_141,2025-05-03 10:31:12,1.77,87.81
TWR_357,2025-04-16 19:07:20,23.75,58.86
TWR_112,2025-06-05 05:01:54,9.4,7.71
TWR_349,2025-04-24 00:13:01,28.04,18.2
TWR_008,2025-10-13 15:44:57,25.58,41.19
TWR_082,2025-01-09 17:49:50,38.66,24.53
TWR_145,2025-01-22 09:03:55,90.14,63.18
TWR_414,2025-01-21 20:42:41,79.98,51.61
TWR_272,2025-01-21 20:15:38,30.73,75.07
TWR_352,2025-05-16 07:01:39,13.35,51.72
TWR_412,2025-06-17 06:54:12,10.44,49.38
TWR_265,2025-08-20 22:11:02,90.39,14.55
TWR_427,2025-08-22 15:42:03,3.83,96.95
TWR_476,2025-12-16 19:12:48,75.91,29.91
TWR_196,2025-11-12 04:37:56,58.34,58.64
TWR_423,2025-11-21 16:48:02,94.21,10.62
TWR_112,2025-12-16 21:43:49,7.47,98.84
TWR_117,2025-03-07 13:46:53,30.45,18.81
TWR_288,2025-01-08 12:35:53,10.5,30.1
TWR_108,2025-06-22 00:46:01,77.75,39.38
TWR_285,2025-01-07 19:21:49,39.59,39.82
TWR_117,2025-05-03 10:20:47,83.27,90.67
TWR_399,2025-02-02 20:05:01,98.7,83.1
TWR_152,2025-12-07 00:15:11,50.94,47.94
TWR_259,2025-06-09 23:45:51,94.16,64.12
TWR_288,2025-08-04 08:00:38,51.95,72.19
TWR_330,2025-03-04 23:32:07,42.72,46.07
TWR_182,2025-05-17 21:55:41,82.2,50.2
TWR_322,2025-07-29 21:43:03,4.0,68.95
TWR_218,2025-04-23 11:24:32,14.78,62.92
TWR_312,2025-12-19 14:16:54,97.88,91.74
TWR_339,2025-06-17 23:21:54,23.49,71.43
TWR_434,2025-09-17 09:35:18,6.35,35.85
TWR_210,2025-04-16 07:02:18,17.46,63.99
TWR_221,2025-09-08 21:12:21,98.98,82.55
TWR_134,2025-10-07 12:49:50,67.97,49.6
TWR_202,2025-02-28 15:57:04,22.35,75.15
TWR_453,2025-03-29 13:37:45,77.8,2.13
TWR_495,2025-09-15 13:26:29,24.84,95.18
TWR_201,2025-06-29 23:42:59,18.3,22.73
